IoFileMgrForUser	0xe95a012b	sceIoIoctlAsync
IoFileMgrForUser	0xeb092469	sceIoDclose
IoFileMgrForUser	0xf27a9c51	sceIoRemove
IoFileMgrForUser	0xff5940b6	sceIoCloseAsync
KDebugForKernel	0x24c32559	KDebugForKernel_24C32559
KDebugForKernel	0x2ff4e9f9	sceKernelAssert
KDebugForKernel	0x333dcec7	KDebugForKernel_333DCEC7
KDebugForKernel	0x5282dd5e	KDebugForKernel_5282DD5E
KDebugForKernel	0x5ce9838b	sceKernelDebugWrite
KDebugForKernel	0x66253c4e	sceKernelRegisterDebugWrite
KDebugForKernel	0x7ceb2c09	sceKernelRegisterKprintfHandler
KDebugForKernel	0x7d1c74f0	sceKernelDebugEchoSet
KDebugForKernel	0x84f370bc	Kprintf
KDebugForKernel	0x9b868276	sceKernelGetDebugPutchar
KDebugForKernel	0x9f8703e4	KDebugForKernel_9F8703E4
KDebugForKernel	0xa126f497	KDebugForKernel_A126F497
KDebugForKernel	0xb7251823	KDebugForKernel_B7251823
KDebugForKernel	0xb9c643c9	sceKernelDebugEcho
KDebugForKernel	0xd636b827	sceKernelRemoveByDebugSection
KDebugForKernel	0xdbb5597f	sceKernelDebugRead
KDebugForKernel	0xe146606d	sceKernelRegisterDebugPutchar
KDebugForKernel	0xe6554fda	sceKernelRegisterDebugRead
KDebugForKernel	0xe7a3874d	sceKernelRegisterAssertHandler
KDebugForKernel	0xe892d9a1	KDebugForKernel_E892D9A1
KUBridge	0x0e73a39d	kuKernelPokew
KUBridge	0x1742445f	kuKernelInitFileName
KUBridge	0x1e9f0498	kuKernelLoadModuleWithApitype2
KUBridge	0x219de4d2	kuKernelIcacheInvalidateAll
KUBridge	0x24331850	kuKernelGetModel
KUBridge	0x4b321167	kuKernelFindModuleByName
KUBridge	0x4c25ea72	kuKernelLoadModule
KUBridge	0x501e983d	kuKernelInitMode
KUBridge	0x5c6c3dba	kuKernelCallExtendStack
KUBridge	0x60ddb4ae	kuKernelBootFrom
KUBridge	0x6b4b577f	kuKernelMemcpy
KUBridge	0x7a50075e	kuKernelPeekw
KUBridge	0x8e5a4057	kuKernelInitApitype
KUBridge	0x9060f69d	kuKernelCall
KUBridge	0xa2abb6d3	kuKernelGetUserLevel
KUBridge	0xb0b8824e	kuKernelInitKeyConfig
KUBridge	0xc4af12ab	kuKernelSetDdrMemoryProtection
KUBridge	0xcc5f0398	kuKernelFindModuleByAddress
